representation,condition,replicate,target_linear_score,target_nonlinear_score,target_combined_score,target_linear_p,target_nonlinear_p,target_combined_p,linear_any,nonlinear_any,combined_any,target_linear_localized,target_nonlinear_localized,target_combined_localized,combined_significant_pairs,broad_global_mode
R2,null,16,0.039914576826352494,0.011230795319525751,0.039914576826352494,1.0,0.9555,1.0,False,False,False,False,False,False,0,False
R2,null,17,0.09432740988144114,0.00562470166139151,0.09432740988144114,0.9885,1.0,0.9885,False,False,False,False,False,False,0,False
R2,null,18,0.06792830213270486,0.008959011187973211,0.06792830213270486,1.0,0.9985,1.0,True,True,True,False,False,False,1,False
R2,null,19,0.025320569746833027,0.003445023142529831,0.025320569746833027,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,20,0.04861599002459459,0.010621904312493555,0.04861599002459459,1.0,0.9785,1.0,False,False,False,False,False,False,0,False
R2,null,21,0.08773963001393549,0.010013965632081116,0.08773963001393549,0.9985,0.989,0.9985,False,False,False,False,False,False,0,False
R2,null,22,0.034404311838879174,0.0052748208212093,0.034404311838879174,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,23,0.04507745658468708,0.0050810467131531265,0.04507745658468708,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,24,0.0633210733245879,0.005849725882573262,0.0633210733245879,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,25,0.08383315565165764,0.007965238067003702,0.08383315565165764,0.999,1.0,0.999,False,False,False,False,False,False,0,False
R2,null,26,0.11223852300542181,0.01430636347124477,0.11223852300542181,0.8615,0.665,0.8615,False,False,False,False,False,False,0,False
R2,null,27,0.04262196981379949,0.00932029377583862,0.04262196981379949,1.0,0.9965,1.0,False,False,False,False,False,False,0,False
R2,null,28,0.0243604002015627,0.006597671915359308,0.0243604002015627,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,29,0.05482705771211895,0.006264952445830878,0.05482705771211895,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,30,0.04522259887889864,0.003575282084059317,0.04522259887889864,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,31,0.08854163941288337,0.006831353570813095,0.08854163941288337,0.998,1.0,0.998,False,False,False,False,False,False,0,False
R2,null,32,0.09472285131194877,0.007377947015744771,0.09472285131194877,0.987,1.0,0.987,False,False,False,False,False,False,0,False
R2,null,33,0.0764582147626537,0.008860724704962547,0.0764582147626537,1.0,0.999,1.0,False,False,False,False,False,False,0,False
R2,null,34,0.07284127840826092,0.00597859255923666,0.07284127840826092,1.0,1.0,1.0,False,True,False,False,False,False,0,False
R2,null,35,0.10592642830707336,0.010617348125496315,0.10592642830707336,0.9355,0.9785,0.9355,False,False,False,False,False,False,0,False
R2,null,36,0.07398586185995648,0.006239626586087724,0.07398586185995648,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,37,0.11992253922381381,0.005867915025326929,0.11992253922381381,0.7355,1.0,0.7355,False,False,False,False,False,False,0,False
R2,null,38,0.07708090790671315,0.007719809645356853,0.07708090790671315,0.9995,1.0,0.9995,False,False,False,False,False,False,0,False
R2,null,39,0.09631537321753117,0.010551242989145136,0.09631537321753117,0.9815,0.9795,0.9815,False,False,False,False,False,False,0,False
R2,null,40,0.03539491703271563,0.004371933297684122,0.03539491703271563,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,41,0.03744245195328016,0.005097287536220022,0.03744245195328016,1.0,1.0,1.0,True,True,True,False,False,False,1,False
R2,null,42,0.047242394072428646,0.0034235879098906134,0.047242394072428646,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,43,0.04905266008126516,0.004657529828639539,0.04905266008126516,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,44,0.10154663052932836,0.00845144801738634,0.10154663052932836,0.9665,1.0,0.9665,False,False,False,False,False,False,0,False
R2,null,45,0.042219636551021275,0.007248789848937709,0.042219636551021275,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,46,0.08639117541506752,0.010380160666214241,0.08639117541506752,0.999,0.9845,0.999,False,False,False,False,False,False,0,False
R2,null,47,0.12351423758604373,0.013089109517609427,0.12351423758604373,0.665,0.7985,0.665,False,False,False,False,False,False,0,False
R2,null,48,0.07043885151965375,0.003680116863784192,0.07043885151965375,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,49,0.10000504958464808,0.008350148371967516,0.10000504958464808,0.9755,1.0,0.9755,False,False,False,False,False,False,0,False
R2,null,50,0.10249848102542587,0.011298692300467103,0.10249848102542587,0.96,0.9495,0.96,False,False,False,False,False,False,0,False
R2,null,51,0.10874867311128437,0.01612154872251728,0.10874867311128437,0.905,0.45,0.905,False,False,False,False,False,False,0,False
R2,null,52,0.06831031727328789,0.01100535587483268,0.06831031727328789,1.0,0.9665,1.0,False,False,False,False,False,False,0,False
R2,null,53,0.03776621781079552,0.008827731713928819,0.03776621781079552,1.0,0.999,1.0,False,False,False,False,False,False,0,False
R2,null,54,0.07787498580919813,0.009943908351923826,0.07787498580919813,0.9995,0.99,0.9995,False,False,False,False,False,False,0,False
R2,null,55,0.06695838789958977,0.014219372474851525,0.06695838789958977,1.0,0.6735,1.0,False,False,False,False,False,False,0,False
R2,null,56,0.11375738181129919,0.016290226941787757,0.11375738181129919,0.8415,0.43,0.8415,False,False,False,False,False,False,0,False
R2,null,57,0.06506629125384446,0.005941379163160378,0.06506629125384446,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,58,0.07329808207945385,0.006852591385623222,0.07329808207945385,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,59,0.05687388702343105,0.011237478022333242,0.05687388702343105,1.0,0.955,1.0,False,False,False,False,False,False,0,False
R2,null,60,0.052752943751933214,0.0064977110635486375,0.052752943751933214,1.0,1.0,1.0,False,True,False,False,False,False,0,False
R2,null,61,0.05540469733772541,0.006324251500506484,0.05540469733772541,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,62,0.05322496414680039,0.008198991062839913,0.05322496414680039,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,63,0.04710798781568691,0.003912100735905512,0.04710798781568691,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,64,0.06707532822385948,0.007308440915340859,0.06707532822385948,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,65,0.04912695422062506,0.0035287768141614327,0.04912695422062506,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,66,0.07163170862729959,0.008752163150873123,0.07163170862729959,1.0,0.999,1.0,False,False,False,False,False,False,0,False
R2,null,67,0.09738706105060653,0.01575218593784393,0.09738706105060653,0.981,0.4905,0.981,False,False,False,False,False,False,0,False
R2,null,68,0.048697477450564686,0.003991822315469259,0.048697477450564686,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,69,0.08299186930801153,0.010736198878764605,0.08299186930801153,0.999,0.9765,0.999,False,True,False,False,False,False,0,False
R2,null,70,0.043419826740197585,0.007869292051945679,0.043419826740197585,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,71,0.027226937823274976,0.004370505054653465,0.027226937823274976,1.0,1.0,1.0,False,True,False,False,False,False,0,False
R2,null,72,0.06050484239243519,0.008337123392559837,0.06050484239243519,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,73,0.05130909569127538,0.011018795657918133,0.05130909569127538,1.0,0.966,1.0,False,False,False,False,False,False,0,False
R2,null,74,0.045283544868816666,0.005493762426027637,0.045283544868816666,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,75,0.07353037554800898,0.006699990781352693,0.07353037554800898,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,76,0.14253325893136753,0.019760509403316345,0.14253325893136753,0.332,0.184,0.332,False,False,False,False,False,False,0,False
R2,null,77,0.11677211675861589,0.009323213961502048,0.11677211675861589,0.788,0.9965,0.788,False,False,False,False,False,False,0,False
R2,null,78,0.13903276902560127,0.012308955171644738,0.13903276902560127,0.392,0.879,0.392,False,False,False,False,False,False,0,False
R2,null,79,0.16137940012076477,0.012201788891781884,0.16137940012076477,0.1175,0.8905,0.1175,False,True,False,False,False,False,0,False
R2,null,80,0.1122502462875064,0.010832448102822979,0.1122502462875064,0.861,0.9725,0.861,False,False,False,False,False,False,0,False
R2,null,81,0.0492406324945765,0.005401342810804494,0.0492406324945765,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,82,0.07475949552756211,0.005955262795726807,0.07475949552756211,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,83,0.07616100132765886,0.007196840905215839,0.07616100132765886,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,84,0.03620427371188572,0.005025189243446403,0.03620427371188572,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,85,0.03592190222786305,0.00753934569267472,0.03592190222786305,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,86,0.06416992817976182,0.006217243676403012,0.06416992817976182,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,87,0.0873664941877469,0.008541026025678378,0.0873664941877469,0.999,1.0,0.999,False,False,False,False,False,False,0,False
R2,null,88,0.12459627979972755,0.006052807787179517,0.12459627979972755,0.6435,1.0,0.6435,False,False,False,False,False,False,0,False
R2,null,89,0.12626129027109834,0.012354398450814383,0.12626129027109834,0.62,0.8745,0.62,False,False,False,False,False,False,0,False
R2,null,90,0.06496439730980452,0.006651903345722131,0.06496439730980452,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,91,0.041415973267012615,0.007209340166638053,0.041415973267012615,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,92,0.130679726136191,0.009289087154397083,0.130679726136191,0.533,0.9965,0.533,False,False,False,False,False,False,0,False
R2,null,93,0.05233762646304434,0.004138799987865636,0.05233762646304434,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,94,0.05856391788486871,0.005999810622761374,0.05856391788486871,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,95,0.11540382041163366,0.0076909028456720934,0.11540382041163366,0.813,1.0,0.813,False,False,False,False,False,False,0,False
R2,null,96,0.05323983030402331,0.005343026909298774,0.05323983030402331,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,97,0.06349767112126768,0.009157659472989693,0.06349767112126768,1.0,0.9975,1.0,False,False,False,False,False,False,0,False
R2,null,98,0.10215761022383214,0.004636937509410092,0.10215761022383214,0.9615,1.0,0.9615,False,False,False,False,False,False,0,False
R2,null,99,0.061314768510651006,0.014069123989063152,0.061314768510651006,1.0,0.692,1.0,False,False,False,False,False,False,0,False
R2,null,100,0.09121479549655664,0.013240894704620082,0.09121479549655664,0.9965,0.782,0.9965,False,False,False,False,False,False,0,False
R2,null,101,0.06937040773447148,0.01164091908944528,0.06937040773447148,1.0,0.931,1.0,False,False,False,False,False,False,0,False
R2,null,102,0.045912640755362846,0.009608523078569088,0.045912640755362846,1.0,0.9945,1.0,False,True,False,False,False,False,0,False
R2,null,103,0.07208520955265546,0.008740104636400688,0.07208520955265546,1.0,0.999,1.0,False,False,False,False,False,False,0,False
R2,null,104,0.08050132130522707,0.01020036099799879,0.08050132130522707,0.9995,0.987,0.9995,False,False,False,False,False,False,0,False
R2,null,105,0.057397909465604253,0.007628489457305995,0.057397909465604253,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,106,0.07087537933561777,0.008165987135286955,0.07087537933561777,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,107,0.035541043412794855,0.004701067220572302,0.035541043412794855,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,108,0.05430173784086216,0.004909142019868333,0.05430173784086216,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,109,0.1154387300005695,0.01559782267601548,0.1154387300005695,0.813,0.5065,0.813,False,False,False,False,False,False,0,False
R2,null,110,0.08019708295163648,0.004640336596084238,0.08019708295163648,0.9995,1.0,0.9995,False,False,False,False,False,False,0,False
R2,null,111,0.08261378599839513,0.010178924910173727,0.08261378599839513,0.999,0.9875,0.999,False,False,False,False,False,False,0,False
R2,null,112,0.05075961438888951,0.0057696275999870265,0.05075961438888951,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,113,0.08166744484580626,0.006177873624675956,0.08166744484580626,0.9995,1.0,0.9995,False,False,False,False,False,False,0,False
R2,null,114,0.14603727209357129,0.01839297357207414,0.14603727209357129,0.2735,0.258,0.2735,False,False,False,False,False,False,0,False
R2,null,115,0.08546601256043392,0.006534277189186006,0.08546601256043392,0.999,1.0,0.999,True,False,True,False,False,False,1,False
R2,null,116,0.054550338649299195,0.005834797782469296,0.054550338649299195,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,117,0.08720454129483401,0.010604224415307553,0.08720454129483401,0.999,0.9785,0.999,False,True,False,False,False,False,0,False
R2,null,118,0.09496512055035626,0.009443153676995088,0.09496512055035626,0.987,0.996,0.987,False,False,False,False,False,False,0,False
R2,null,119,0.04973970823187379,0.003912080585365971,0.04973970823187379,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,120,0.10244401369845074,0.003938769770917534,0.10244401369845074,0.96,1.0,0.96,False,False,False,False,False,False,0,False
R2,null,121,0.11158946573511988,0.012572306807963757,0.11158946573511988,0.8725,0.8525,0.8725,False,False,False,False,False,False,0,False
R2,null,122,0.04780595726864357,0.0055349770555077026,0.04780595726864357,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,123,0.08655649021903229,0.009929225018318822,0.08655649021903229,0.999,0.9905,0.999,False,False,False,False,False,False,0,False
R2,null,124,0.07894699529870286,0.009351254475638343,0.07894699529870286,0.9995,0.9965,0.9995,False,False,False,False,False,False,0,False
R2,null,125,0.040106510049658615,0.004036630615897583,0.040106510049658615,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,126,0.11315382532213175,0.009521862385564985,0.11315382532213175,0.85,0.9955,0.85,False,False,False,False,False,False,0,False
R2,null,127,0.09741867696667791,0.009287584302998605,0.09741867696667791,0.981,0.9965,0.981,False,False,False,False,False,False,0,False
R2,null,128,0.07646011992580673,0.008355154998476238,0.07646011992580673,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,129,0.07963651241201661,0.009251361824318015,0.07963651241201661,0.9995,0.9965,0.9995,False,False,False,False,False,False,0,False
R2,null,130,0.08262552301572888,0.011994631843652816,0.08262552301572888,0.999,0.904,0.999,False,False,False,False,False,False,0,False
R2,null,131,0.12095003386802149,0.008292416024593316,0.12095003386802149,0.712,1.0,0.712,False,False,False,False,False,False,0,False
R2,null,132,0.047346546889456324,0.007852922024722044,0.047346546889456324,1.0,1.0,1.0,False,False,False,False,False,False,0,False
R2,null,133,0.0743772983891643,0.009628074079065244,0.0743772983891643,1.0,0.9945,1.0,False,False,False,False,False,False,0,False
R2,null,134,0.07719627876664609,0.005501246525976989,0.07719627876664609,0.9995,1.0,0.9995,False,False,False,False,False,False,0,False
R2,null,135,0.07266107983405906,0.014230610083188384,0.07266107983405906,1.0,0.6735,1.0,False,False,False,False,False,False,0,False
R2,null,136,0.08993509987480729,0.010612580466805365,0.08993509987480729,0.998,0.9785,0.998,False,False,False,False,False,False,0,False
R2,null,137,0.09727802526952717,0.006293778413998809,0.09727802526952717,0.981,1.0,0.981,False,False,False,False,False,False,0,False
R2,null,138,0.0775102334257854,0.007743782085598906,0.0775102334257854,0.9995,1.0,0.9995,False,False,False,False,False,False,0,False
R2,null,139,0.09943006620359957,0.005338328977017305,0.09943006620359957,0.977,1.0,0.977,False,False,False,False,False,False,0,False
R2,null,140,0.14836124226182998,0.014349638064221595,0.14836124226182998,0.24,0.659,0.24,False,False,False,False,False,False,0,False
R2,null,141,0.05297750603210572,0.006436713570666438,0.05297750603210572,1.0,1.0,1.0,False,False,False,False,False,False,0,False
