candidate,condition,replicate,target_linear,target_nonlinear,target_combined,target_linear_p,target_nonlinear_p,target_combined_p,linear_max_p,nonlinear_max_p,combined_max_p
ensemble4x32,direct_linear,8,0.676312730311485,0.2709422775199768,0.676312730311485,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,9,0.5847966190848388,0.1823767825576378,0.5847966190848388,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,9,0.5847966190848388,0.223512594430698,0.5847966190848388,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,9,0.5847966190848388,0.22338181919683855,0.5847966190848388,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,9,0.5847966190848388,0.20590207449550693,0.5847966190848388,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,10,0.6209029343791046,0.18787637687933803,0.6209029343791046,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,10,0.6209029343791046,0.24476749066914985,0.6209029343791046,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,10,0.6209029343791046,0.24369460738485108,0.6209029343791046,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,10,0.6209029343791046,0.2208383812556714,0.6209029343791046,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,11,0.6121911381272278,0.20829124451109848,0.6121911381272278,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,11,0.6121911381272278,0.2571089995622462,0.6121911381272278,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,11,0.6121911381272278,0.2530276853240088,0.6121911381272278,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,11,0.6121911381272278,0.23697133642205148,0.6121911381272278,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,12,0.6308795632831171,0.2157651734582117,0.6308795632831171,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,12,0.6308795632831171,0.26100231062512136,0.6308795632831171,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,12,0.6308795632831171,0.264921114279154,0.6308795632831171,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,12,0.6308795632831171,0.24558684724763585,0.6308795632831171,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,13,0.5858298480916545,0.1641642096835456,0.5858298480916545,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,13,0.5858298480916545,0.21782961623632607,0.5858298480916545,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,13,0.5858298480916545,0.21882915300393732,0.5858298480916545,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,13,0.5858298480916545,0.19492676727943076,0.5858298480916545,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,14,0.6289613570974101,0.19107515493605476,0.6289613570974101,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,14,0.6289613570974101,0.2270042128267586,0.6289613570974101,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,14,0.6289613570974101,0.22667798027356242,0.6289613570974101,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,14,0.6289613570974101,0.21597818064154514,0.6289613570974101,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,15,0.6380543609971074,0.22675276807725242,0.6380543609971074,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,15,0.6380543609971074,0.27599904340826026,0.6380543609971074,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,15,0.6380543609971074,0.2850226785843488,0.6380543609971074,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,15,0.6380543609971074,0.2587148574160199,0.6380543609971074,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,16,0.5583223944522893,0.16484479803795418,0.5583223944522893,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,16,0.5583223944522893,0.20141874993697967,0.5583223944522893,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,16,0.5583223944522893,0.20120877150836394,0.5583223944522893,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,16,0.5583223944522893,0.1836916734806469,0.5583223944522893,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,17,0.5485324674414522,0.16455704918193886,0.5485324674414522,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,17,0.5485324674414522,0.22062340135649328,0.5485324674414522,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,17,0.5485324674414522,0.21985272599352465,0.5485324674414522,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,17,0.5485324674414522,0.1935718651294798,0.5485324674414522,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,18,0.5968056669631555,0.1772623307040731,0.5968056669631555,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,18,0.5968056669631555,0.2120173151292502,0.5968056669631555,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,18,0.5968056669631555,0.2127644927936704,0.5968056669631555,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,18,0.5968056669631555,0.20476704740462734,0.5968056669631555,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,19,0.5775989745684378,0.1627953058489579,0.5775989745684378,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,19,0.5775989745684378,0.2103901419318359,0.5775989745684378,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,19,0.5775989745684378,0.20922812680414635,0.5775989745684378,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,19,0.5775989745684378,0.19012811379287653,0.5775989745684378,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,20,0.5856873199771814,0.15369763045184673,0.5856873199771814,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,20,0.5856873199771814,0.195810018529242,0.5856873199771814,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,20,0.5856873199771814,0.19704611463657404,0.5856873199771814,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,20,0.5856873199771814,0.18466180941040938,0.5856873199771814,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,21,0.6020469257743507,0.19893344642343833,0.6020469257743507,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,21,0.6020469257743507,0.2335572363218539,0.6020469257743507,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,21,0.6020469257743507,0.22829431252356658,0.6020469257743507,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,21,0.6020469257743507,0.21757561269930772,0.6020469257743507,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,22,0.6104289831776504,0.21321848347317263,0.6104289831776504,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,22,0.6104289831776504,0.24872166682936553,0.6104289831776504,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,22,0.6104289831776504,0.25155376516837863,0.6104289831776504,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,22,0.6104289831776504,0.236698596255134,0.6104289831776504,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,23,0.6053767939734893,0.18731204705586627,0.6053767939734893,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,23,0.6053767939734893,0.2411944909760888,0.6053767939734893,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,23,0.6053767939734893,0.2408252016494312,0.6053767939734893,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,23,0.6053767939734893,0.21905726799081093,0.6053767939734893,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,24,0.5874094635738326,0.17077465185631052,0.5874094635738326,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,24,0.5874094635738326,0.22612305420680778,0.5874094635738326,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,24,0.5874094635738326,0.23040890177804435,0.5874094635738326,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,24,0.5874094635738326,0.2052353581521107,0.5874094635738326,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,25,0.586470499443603,0.1918084104965517,0.586470499443603,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,25,0.586470499443603,0.2426984434787903,0.586470499443603,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,25,0.586470499443603,0.2496619361360182,0.586470499443603,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,25,0.586470499443603,0.22592533730817105,0.586470499443603,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,26,0.588138631585542,0.17069781122491767,0.588138631585542,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,26,0.588138631585542,0.2219611042478262,0.588138631585542,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,26,0.588138631585542,0.2245721073252024,0.588138631585542,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,26,0.588138631585542,0.20471399066137264,0.588138631585542,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,27,0.5863172569345625,0.1820143643788346,0.5863172569345625,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,27,0.5863172569345625,0.22062138792983618,0.5863172569345625,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,27,0.5863172569345625,0.22147743581344292,0.5863172569345625,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,27,0.5863172569345625,0.20402566965071423,0.5863172569345625,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,28,0.6010274960845488,0.20055544671023384,0.6010274960845488,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,28,0.6010274960845488,0.24292057595473057,0.6010274960845488,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,28,0.6010274960845488,0.24495001357083548,0.6010274960845488,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,28,0.6010274960845488,0.22248675546413885,0.6010274960845488,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,29,0.6518586899890785,0.23008437460500153,0.6518586899890785,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,29,0.6518586899890785,0.282464779298832,0.6518586899890785,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,29,0.6518586899890785,0.28750785848935534,0.6518586899890785,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,29,0.6518586899890785,0.2662616097598012,0.6518586899890785,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,30,0.6419289582959437,0.21360918543640445,0.6419289582959437,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,30,0.6419289582959437,0.26526167746234464,0.6419289582959437,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,30,0.6419289582959437,0.27253387707798943,0.6419289582959437,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,30,0.6419289582959437,0.2490668360651897,0.6419289582959437,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,31,0.6079148024007623,0.16923498506999526,0.6079148024007623,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,31,0.6079148024007623,0.21000787260066997,0.6079148024007623,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,31,0.6079148024007623,0.2118673023953687,0.6079148024007623,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,31,0.6079148024007623,0.20085784613127763,0.6079148024007623,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,32,0.6677795031497933,0.24324095623213804,0.6677795031497933,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,32,0.6677795031497933,0.30850175255892137,0.6677795031497933,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,32,0.6677795031497933,0.31262983211880185,0.6677795031497933,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,32,0.6677795031497933,0.2891211572360364,0.6677795031497933,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,33,0.5854879650920746,0.17691467695826024,0.5854879650920746,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,33,0.5854879650920746,0.22072414747340996,0.5854879650920746,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,33,0.5854879650920746,0.22669332024484767,0.5854879650920746,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,33,0.5854879650920746,0.20802175913409932,0.5854879650920746,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,34,0.6162799426276601,0.20826554865607927,0.6162799426276601,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,34,0.6162799426276601,0.24067657377895896,0.6162799426276601,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,34,0.6162799426276601,0.23929484214288102,0.6162799426276601,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,34,0.6162799426276601,0.22357168080543754,0.6162799426276601,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,35,0.5936254528811437,0.17021700272102416,0.5936254528811437,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,35,0.5936254528811437,0.21776193040332045,0.5936254528811437,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,35,0.5936254528811437,0.2207667258049906,0.5936254528811437,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,35,0.5936254528811437,0.20269638163052053,0.5936254528811437,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,36,0.6460251239288919,0.22157279661557627,0.6460251239288919,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,36,0.6460251239288919,0.27989240637328033,0.6460251239288919,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,36,0.6460251239288919,0.288698761259673,0.6460251239288919,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,36,0.6460251239288919,0.2634927217011963,0.6460251239288919,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,37,0.6125354351481147,0.16150925464068125,0.6125354351481147,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,37,0.6125354351481147,0.20049567167025148,0.6125354351481147,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,37,0.6125354351481147,0.20253112910363344,0.6125354351481147,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,37,0.6125354351481147,0.19057365723500222,0.6125354351481147,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,38,0.6073376663776071,0.18971663291496563,0.6073376663776071,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,38,0.6073376663776071,0.2352484877715329,0.6073376663776071,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,38,0.6073376663776071,0.23653899906234552,0.6073376663776071,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,38,0.6073376663776071,0.22002408012265814,0.6073376663776071,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,39,0.5532971236807036,0.16017649818248042,0.5532971236807036,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,39,0.5532971236807036,0.20142555848807633,0.5532971236807036,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,39,0.5532971236807036,0.2020175185602635,0.5532971236807036,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,39,0.5532971236807036,0.18967250991641982,0.5532971236807036,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,40,0.6246645063447209,0.20000800450003292,0.6246645063447209,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,40,0.6246645063447209,0.2582858566673393,0.6246645063447209,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,40,0.6246645063447209,0.2620124480217794,0.6246645063447209,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,40,0.6246645063447209,0.2394357491897525,0.6246645063447209,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,41,0.6339167815591967,0.19621254771790153,0.6339167815591967,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,41,0.6339167815591967,0.25962066254788,0.6339167815591967,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,41,0.6339167815591967,0.2625533921622297,0.6339167815591967,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,41,0.6339167815591967,0.2386033652513391,0.6339167815591967,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,42,0.5920590535708964,0.19344336863937533,0.5920590535708964,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,42,0.5920590535708964,0.23444122027212572,0.5920590535708964,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,42,0.5920590535708964,0.2372142555400016,0.5920590535708964,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,42,0.5920590535708964,0.22002473219558297,0.5920590535708964,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,43,0.5834903962695794,0.17038477498224083,0.5834903962695794,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,43,0.5834903962695794,0.21950940309163447,0.5834903962695794,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,43,0.5834903962695794,0.2164852501169199,0.5834903962695794,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,43,0.5834903962695794,0.1943218162424002,0.5834903962695794,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,44,0.685629215967339,0.25107854857585166,0.685629215967339,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,44,0.685629215967339,0.3028024145891093,0.685629215967339,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,44,0.685629215967339,0.3093667441157847,0.685629215967339,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,44,0.685629215967339,0.2908646352822394,0.685629215967339,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,45,0.6001516668348724,0.17715550884523068,0.6001516668348724,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,45,0.6001516668348724,0.22161831165666177,0.6001516668348724,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,45,0.6001516668348724,0.22571463692407917,0.6001516668348724,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,45,0.6001516668348724,0.20841765333436602,0.6001516668348724,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,46,0.6090410324031668,0.17742004740417308,0.6090410324031668,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,46,0.6090410324031668,0.23651861903304608,0.6090410324031668,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,46,0.6090410324031668,0.23823437700779299,0.6090410324031668,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,46,0.6090410324031668,0.21557472421758989,0.6090410324031668,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,47,0.6196125440951957,0.21114437223079838,0.6196125440951957,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,47,0.6196125440951957,0.25753207226690344,0.6196125440951957,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,47,0.6196125440951957,0.2569702058545708,0.6196125440951957,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,47,0.6196125440951957,0.23575747319740134,0.6196125440951957,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,48,0.6398900366796946,0.2220489189065367,0.6398900366796946,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,48,0.6398900366796946,0.27917941199849655,0.6398900366796946,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,48,0.6398900366796946,0.28421055785746513,0.6398900366796946,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,48,0.6398900366796946,0.25976791019677914,0.6398900366796946,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,49,0.6083392543766115,0.2029970454962073,0.6083392543766115,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,49,0.6083392543766115,0.2601254827079805,0.6083392543766115,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,49,0.6083392543766115,0.26462788988299607,0.6083392543766115,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,49,0.6083392543766115,0.2380661105357936,0.6083392543766115,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,50,0.5802821650060164,0.15529926380384726,0.5802821650060164,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,50,0.5802821650060164,0.20338567575868746,0.5802821650060164,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,50,0.5802821650060164,0.20330546468325458,0.5802821650060164,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,50,0.5802821650060164,0.18586734623490694,0.5802821650060164,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,51,0.6122389450747014,0.21107729051648136,0.6122389450747014,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,51,0.6122389450747014,0.25299505627874186,0.6122389450747014,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,51,0.6122389450747014,0.25817836363343344,0.6122389450747014,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,51,0.6122389450747014,0.24090992011340065,0.6122389450747014,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,52,0.5900046750887321,0.19079212399547718,0.5900046750887321,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,52,0.5900046750887321,0.2281202152111524,0.5900046750887321,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,52,0.5900046750887321,0.22517570680848473,0.5900046750887321,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,52,0.5900046750887321,0.2132490361081324,0.5900046750887321,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,53,0.6538856638139331,0.22066105421153082,0.6538856638139331,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,53,0.6538856638139331,0.2739530762987229,0.6538856638139331,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,53,0.6538856638139331,0.27886233602746563,0.6538856638139331,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,53,0.6538856638139331,0.2603946657740255,0.6538856638139331,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,54,0.6214227706684317,0.1998307847129837,0.6214227706684317,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,54,0.6214227706684317,0.2506649886802884,0.6214227706684317,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,54,0.6214227706684317,0.25575713076045253,0.6214227706684317,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,54,0.6214227706684317,0.23310879568052884,0.6214227706684317,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,55,0.5904710376986393,0.17959306772546726,0.5904710376986393,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,55,0.5904710376986393,0.23118531360508046,0.5904710376986393,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,55,0.5904710376986393,0.23764627179038644,0.5904710376986393,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,55,0.5904710376986393,0.21541842274216852,0.5904710376986393,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,56,0.6401762466084406,0.2091347410806381,0.6401762466084406,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,56,0.6401762466084406,0.2635849111363167,0.6401762466084406,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,56,0.6401762466084406,0.2659322880584121,0.6401762466084406,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,56,0.6401762466084406,0.24939813321034088,0.6401762466084406,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,57,0.5626028289139328,0.16273199430135013,0.5626028289139328,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,57,0.5626028289139328,0.20625948218139467,0.5626028289139328,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,57,0.5626028289139328,0.20156182498854572,0.5626028289139328,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,57,0.5626028289139328,0.18705522029824462,0.5626028289139328,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,58,0.5343928240898282,0.1462936417024455,0.5343928240898282,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,58,0.5343928240898282,0.17822594885768686,0.5343928240898282,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
